Zuttgmoy	target ranged			target closest			cast single		'Gate (INTERNAL)' domain_special 5	cast party		'Fear' domain_special 3	target self			cast single		'Displacement' domain_special 3	clear target			target ranged			cast area		'Entangle' domain_special 3	target closest			target ranged			cast single		'Zuggtmoy Summon Fungi (INTERNAL)' domain_special 1	target threatened			trip			attack threatened			target closest			cast area		'Entangle' domain_special 3	cast single		'Zuggtmoy Summon Fungi (INTERNAL)' domain_special 1	cast single		'Dispel Magic' domain_special 5	use potion
Leucrotta (old)	clear target			target self			cast single		'Bulls Strength' class_cleric 2	target closest			cast single		'Hold Person' domain_special 5	target nospell		'Hold Person' domain_special 5	target high ac			cast single		'Ray of Enfeeblement' domain_special 5	cast single		'Doom' class_cleric 1	target friend hurt			approach			cast single		'Cure Moderate Wounds' class_cleric 2	clear target			target threatened			attack			target closest			attack									
Leucrotta (middle)	target self			cast single		'Bulls Strength' class_cleric 2	clear target			target threatened			coup de grace			cast single		'Hold Person' domain_special 5	clear target			target friend hurt			cast single		'Cure Moderate Wounds' class_cleric 2	clear target			target high ac			cast single		'Ray of Enfeeblement' domain_special 5	target nospell			cast single		'Doom' class_cleric 1						'Bestow Curse' class_cleric 3										
Leucrotta	target self			cast single		'Bulls Strength' class_cleric 2	clear target			target threatened			coup de grace			cast single		'Hold Person' domain_special 5	clear target			target friend hurt			cast single		'Cure Moderate Wounds' class_cleric 2	clear target			target high ac			cast single		'Ray of Enfeeblement' domain_special 5	target nospell			cast single		'Doom' class_cleric 1	target closest			cast single		'Hold Person' domain_special 5	target closest			coup de grace			use potion			attack
Juggernaut (target dying)	target threatened			attack threatened			use potion			target closest			charge																																													
Juggernaut	target damaged			attack threatened			use potion			target closest			charge																																													
Groaning Spirit	target closest			cast party		'Fear Gaze (INTERNAL)' domain_special 5	target closest			use potion																																																
Eye of the Deep	coup de grace			target ranged			cast fireball		'Color Spray' domain_special 5	target bad will			cast single		'Hold Monster' doman_special 5	target threatened			cast single		'Hold Monster' domain_special 5	target closest			cast single		'Hold Monster' domain_special 5	attack			clear target			target threatened			cast single		'Hold Monster' domain_special 5	cast single		'Hold Person' domain_special 2	target closest			target low ac			target damaged			target prone			use potion			attack
Ice Tyrant	coup de grace			target ranged			cast area		'Cone of Cold' domain_special 5	target threatened			cast area		'Color Spray' domain_special 5	target high ac			cast single		'Ray of Enfeeblement' domain_special 5	target closest			target high ac			target bad will			cast single		'Slay Living' domain_special 5	target closest			target damaged			cast single		'Hold Person' domain_special 2	target closest			target low ac			target damaged			target prone			use potion			attack
Ice Lizard (target dying)	target ranged			cast area		'Frozen Breath (INTERNAL)' domain_special 5	target closest			cast area		'Frozen Breath (INTERNAL)' domain_special 5	target closest			target threatened			attack threatened			use potion			target closest			attack																														
Ice Lizard	target ranged			cast area		'Frozen Breath (INTERNAL)' domain_special 5	target closest			cast area		'Frozen Breath (INTERNAL)' domain_special 5	target closest			target damaged			attack threatened			use potion			target closest			attack																														
Red Dragon (target dying)	target ranged			target closest			target closest			target damaged			attack threatened			use potion			target closest			attack																														
Red Dragon	target ranged			target closest			target closest			target damaged			attack threatened			use potion			target closest			attack																														
Black Dragon	target ranged			target closest			cast area		'Lightning Bolt' domain_special 3	target closest			target damaged			attack threatened			use potion			target closest			attack																														
Black Dragon	target ranged			target closest			cast area		'Lightning Bolt' domain_special 3	target closest			target damaged			attack threatened			use potion			target closest			attack																														
Salamander (target dying)	target ranged			cast area		'Fireball' domain_special 3	target closest			cast area		'Fireball' domain_special 3	target closest			target threatened			attack threatened			use potion			target closest			attack			approach			
Salamander	target ranged			cast area		'Fireball' domain_special 3	target closest			cast area		'Fireball' domain_special 3	target closest			target damaged			attack threatened			use potion			target closest			attack			approach			
Phycomid	clear target			five foot step			target low ac			cast single		'phycomid attack (INTERNAL)' domain_special 1	target closest			cast single		'phycomid attack (INTERNAL)' domain_special 1	clear target															
Ustilagor (old)	target low ac			flank																														
Ustilagor (target dying)	target threatened			attack threatened			use potion			target closest			target low ac			flank																		
Ustilagor	target closest			cast area		'Crushing Despair' domain_special 3	target damaged			attack threatened			use potion			target closest			target low ac			flank												
Basidirond (old)	flank																																	
Basidirond (target dying)	target threatened			attack threatened			use potion			target closest			flank																					
Basidirond	target damaged			attack threatened			use potion			target closest			flank																					
Monster Dispel Magic	clear target			target closest			cast party		'Fear' domain_special 5																									
Spider	target ranged			cast area		'Web' domain_special 1	target closest			cast area		'Web' domain_special 1	target closest																					
Frog																																		
Elisteria	five foot step			target low ac			cast single alone		'Glabrezu Summon Quasits (INTERNAL)' domain_special 1	target high ac			cast single alone		'Charm Person' class_sorcerer 1	target ranged			cast area		'Grease' class_sorcerer 1	clear target			target threatened			cast single		'Scorching Ray' class_sorcerer 2	attack			use potion
Gwenno	five foot step			target closest			cast single alone		'Charm Person' class_bard 1	target ranged			cast single alone		'Summon Monster III' class_bard 3	target nospell			cast single alone		'Shout' class_bard 4	clear target			cast party		'Fear' class_bard 3	use potion			attack threatened			attack
Zuttgmoy Simple	clear target			target self			cast single alone		'Zuggtmoy Summon Fungi (INTERNAL)' domain_special 1	clear target			target closest			cast party		'Fear' domain_special 3	cast single		'Gate (INTERNAL)' domain_special 5	clear target												
Umberhulk (old)	clear target			target nospell		'Confusion' domain_special 4	cast area		'Confusion' domain_special 4	target closest			attack			clear target																		
Umberhulk (target dying)	clear target			target closest			target ranged			target nospell			cast area		'Confusion' domain_special 4	target closest			target threatened			attack threatened			use potion			target closest			attack			approach																											
Umberhulk	clear target			target closest			target ranged			target nospell			cast area		'Confusion' domain_special 4	target closest			target damaged			attack threatened			use potion			target closest			attack			approach																											
Dragon	cast area		'Fog Cloud' domain_special 2	cast party		'Fear' domain_special 6	target closest			cast single		'Ice Breath Weapon' domain_special 6	cast single		'Ray of Enfeeblement' class_sorcerer 1	cast party		'Ice Breath Weapon' domain_special 6	target self			cast single		'Shield' class_sorcerer 1	target closest			cast single		'Burning Hands' class_sorcerer 1	cast single		'Ice Breath Weapon' domain_special 6	attack			attack			attack			
Black Dragon	target closest			cast party		'Fear' domain_special 4	target closest			cast single		'Grease' class_wizard 1	target self			cast single		'Mage Armor' class_wizard 1	target closest			attack			attack			attack			
Wyrmling Dragon	cast party		'Ice Breath Weapon' domain_special 1	attack			attack			cast party		'Ice Breath Weapon' domain_special 1	attack			attack			cast party		'Ice Breath Weapon' domain_special 1	attack			attack			
Very Young Dragon	cast party		'Ice Breath Weapon' domain_special 2	attack			attack			cast party		'Ice Breath Weapon' domain_special 2	attack			attack			cast party		'Ice Breath Weapon' domain_special 2	attack			attack			attack			
Phase Spider	target self			cast single		'Blink' domain_special 8	target closest			attack			attack			
Boar	target threatened			charge			attack threatened			target closest			charge			target ranged			approach			attack threatened																																							
Avoral	target self			cast single		'Blur' domain_special 2	clear target			target closest			target threatened			target nospell			target bad will			cast single		'Hold Person' domain_special 5	cast single		'Command' domain_special 1	target ranged			cast area		'Lightning Bolt' domain_special 3	target ranged			cast single		'Magic Missile' domain_special 1	clear target			target nearby buffed			cast area		'Dispel Magic' domain_special 5	target friend hurt			approach			cast single		'Aid' domain_special 2	target low ac			attack
Bralani	target self			cast single		'Mirror Image' domain_special 2	clear target			target closest			target threatened			target nospell			target bad will			cast single		'Charm Person' domain_special 1	clear target			target friend hurt			cast single		'Cure Serious Wounds' class_cleric 3	target ranged			cast area		'Lightning Bolt' domain_special 3	clear target			target closest			attack			target threatened			attack									
Djinni	target self			cast single		'Invisibility' domain_special 2	target threatened			attack threatened			attack			clear target			attack																																										
Janni	target nospell			cast single		'Reduce Person' domain_special 1	target closest			attack			target ranged			attack																																													
Hell Hound	target ranged			cast area		'Burning Hands' domain_special 1	target closest			attack																																																			
Nixie	five foot step			target nospell			target bad will			cast single alone		'Charm Person' domain_special 1	attack threatened			five foot step			target ranged																																										
Pixie	target ranged			cast area		'Entangle' domain_special 1	target nospell			target bad will			cast single alone		'Lesser Confusion' domain_special 1	attack threatened			five foot step			target ranged			target self			cast single		'Greater Invisibility' domain_special 4	target nearby buffed			cast area		'Dispel Magic' domain_special 5	target ranged			attack																					
Leonal	target ranged			cast area		'Fireball' domain_special 3				attack			target bad will			cast single		'Hold Monster' domain_special 5	target friend hurt			cast single		'Heal' domain_special 6	target friend hurt			cast single		'Cure Critical Wounds' domain_special 4									Air 																						
Air Mephit	target self			cast single		'Blur' domain_special 2	target ranged			cast area		'Gust of Wind' domain_special 2	target closest			target low ac			flank																																																																											
Dust Mephit	target self			cast single		'Wind Wall' domain_special 2	target self			cast single		'Blur' domain_special 2	target closest			target low ac			flank																																																																											
Earth Mephit	target self			cast single		'Enlarge' domain_special 2	target ranged			cast single		'Soften Earth and Stone' domain_special 2	target closest			target low ac			flank																																																																											
Fire Mephit	target ranged			cast single		'Scorching Ray' domain_special 2	target high ac			cast single		'Heat Metal' domain_special 2	target closest			target low ac			flank																																																																											
Ice Mephit	target ranged			cast single		'Magic Missile' domain_special 1	target high ac			cast single		'Chill Metal' domain_special 2	target closest			target low ac			flank																																																																											
Ooze Mephit	target ranged			cast single		'Melfs Acid Arrow' domain_special 2	target ranged			cast area		'Stinking Cloud' domain_special 2	target closest			target low ac			flank																																																																											
Salt Mephit	target ranged			cast area		'Glitterdust' domain_special 2	target closest			target low ac			flank																																																																																	
Steam Mephit	target self			cast single		'Blur' domain_special 2	target closest			target low ac			flank																																																																																	
Night Hag	target ranged			target bad will			cast area		'Sleep' domain_special 1	target high ac			cast single		'Magic Missile' domain_special 1	target ranged			cast single		'Ray of Enfeeblement' domain_special 1	target low ac			attack																																																																					
Lich	target closest			cast party		'Fear' domain_special 4	clear target			target self			cast single		'Spell Resistance' class_cleric 5	clear target			target self			cast single		'Desecrate' class_cleric 2	clear target			target ranged			cast area		'Flame Strike' class_cleric 5	clear target			target ranged			cast single		'Summon Monster IV' class_cleric 4	clear target			target closest			attack			clear target			target closest			attack			clear target			target closest			attack			clear target			target closest			attack			clear target			target closest			attack			clear target			target closest			attack
Orc Warlock 01 (391)	five foot step			clear target			target closest			cast single		'Power Word Stun' domain_war 8	ready vs approach			
Orc Witch 01 (392)	five foot step			clear target			target bad will			cast single		'Insanity' class_wizard 7	ready vs approach			
Orc Archer	five foot step			sniper			sniper			use potion																					
Orc Soldier	rage			clear target			target closest			attack			clear target			target closest			attack			clear target			target closest			attack			clear target			target closest			attack			clear target			target closest			attack			attack			clear target			target closest			attack			clear target			target closest			attack			clear target			target closest			attack			clear target			target closest			attack			clear target			target closest			attack
Ogre Shaman HB	five foot step			target ranged			cast area		'Silence' class_cleric 2	target self			cast single		'Entropic Shield' class_cleric 1	cast area		'Bane' class_cleric 1	cast area		'Bless' class_cleric 1	clear target			target closest			cast fireball		'Sound Burst' class_cleric 2	cast single		'Doom' class_cleric 1	clear target			target self			cast single		'Divine Favor' class_cleric 1	cast single		'Bears Endurance' class_cleric 2	cast single		'Bulls Strength' class_cleric 2	clear target			target closest			attack						
Drow Fighter L10	use potion			target closest			attack															
Drow Cleric L8	target self			cast area		'Bane' class_cleric 1	cast area		'Bless' class_cleric 1	cast area		'Prayer' class_cleric 3	target closest			cast single		'Searing Light' class_cleric 3	target threatened			cast single		'Inflict Critical Wounds' class_cleric 4	cast single		'Inflict Serious Wounds' class_cleric 3	cast single		'Inflict Light Wounds' class_cleric 1	clear target			target friend hurt			cast single		'Cure Moderate Wounds' class_cleric 2	clear target			target ranged			cast fireball		'Sound Burst' class_cleric 2	cast single		'Hold Person' class_cleric 3	target closest			target threatened			use potion			attack						
Drow Cleric L10	target self			cast area		'Prayer' class_cleric 3	cast area		'Bless' class_cleric 1	cast area		'Bane' class_cleric 1	clear target			target closest			cast single		'Searing Light' class_cleric 3	cast fireball		'Sound Burst' class_cleric 2	cast single		'Hold Person' class_cleric 2	cast single		'Inflict Critical Wounds' class_cleric 4	cast single		'Inflict Serious Wounds' class_cleric 3	cast single		'Slay Living' class_cleric 5	cast single		'Inflict Light Wounds' class_cleric 1	clear target			target friend hurt			cast single		'Cure Moderate Wounds' class_cleric 2	clear target			target self			cast single		'Righteous Might' class_cleric 5	target closest			attack						
Drow Wizard L10	five foot step			target self			cast single		'Lesser Globe of Invulnerability' class_wizard 4	clear target			target bad fort			cast single		'Feeblemind' class_wizard 5	target ranged			cast fireball		'Solid Fog' class_wizard 4	cast fireball		'Ice Storm' class_wizard 4	cast fireball		'Fireball' class_wizard 3	cast fireball		'Deep Slumber' class_wizard 3	cast single		'Faerie Fire' domain_special 3	cast fireball		'Web' class_wizard 2	cast fireball		'Stinking Cloud' class_wizard 3	cast single		'Tashas Hideous Laughter' class_wizard 2	cast fireball		'Grease' class_wizard 1	cast single		'Ray of Enfeeblement' class_wizard 1	cast single		'Scorching Ray' class_wizard 2	cast fireball		'Cloudkill' class_wizard 5	target closest			attack				
Drow Matriarch	target self			cast single		'Death Ward' class_cleric 4	cast single		'Righteous Might' class_cleric 5	cast single		'Prayer' class_cleric 3	target ranged			cast fireball		'Blasphemy' class_cleric 7	cast fireball		'Sound Burst' class_cleric 2	clear target			target friend hurt			cast single		'Cure Critical Wounds' class_cleric 4	cast single		'Cure Serious Wounds' class_cleric 3	cast single		'Heal' class_cleric 6	cast single		'Cure Moderate Wounds' class_cleric 2	clear target			target closest			cast fireball		'Flame Strike' class_cleric 5	cast single		'Inflict Critical Wounds' class_cleric 4	cast single		'Inflict Serious Wounds' class_cleric 3	cast single		'Inflict Moderate Wounds' class_cleric 2	cast single		'Slay Living' class_cleric 5	target closest			target threatened			use potion			attack
Moathouse Witch	five foot step			use potion			clear target			target low ac			target ranged			target bad fort			cast fireball		'Mind Fog' class_wizard 5	cast fireball		'Confusion' class_wizard 4	clear target			target bad will			target closest			cast single		'Disintegrate' class_wizard 6	cast single		'Eyebite' class_wizard 6	cast single		'Slay Living' domain_special 5	cast single		'Ray of Enfeeblement' class_wizard 1	cast single		'Hold Person' class_wizard 3	cast single		'Phantasmal Killer' class_wizard 4	clear target			target ranged			target bad reflex			target bad fort			cast fireball		'Ice Storm' class_wizard 4	cast fireball		'Fireball' class_wizard 3	cast fireball		'Fear' class_wizard 4	clear target			target closest			attack			reload			approach																																								
Undead Wizard (Black)	five foot step			use potion			target threatened			cast single		'Charm Monster' class_wizard 4	cast single		'Summon Monster V' class_wizard 5	cast area		'Burning Hands' class_wizard 1	target closest			cast fireball		'Shout' class_wizard 4	target ranged			cast fireball		'Cone of Cold' domain_wizard 5	cast single		'Phantasmal Killer' class_wizard 4	cast area		'Lightning Bolt' class_wizard 3	cast single		'Charm Person' class_wizard 1	cast single		'Blindness/Deafness' class_wizard 2	cast single		'Melfs Acid Arrow' class_wizard 2	cast single		'Cause Fear' class_wizard 1	target ranged			target closest			cast single		'Lightning Bolt' class_wizard 3			
Undead Wizard (Red)	five foot step			target self			cast single		'Blur' class_wizard 2	cast single		'Mirror Image' class_wizard 2	clear target			target threatened			cast single		'Charm Monster' class_wizard 4	cast single		'Charm Person' class_wizard 1	cast single		'Burning Hands' class_wizard 1	use potion			target ranged			target closest			cast single		'Summon Monster IV' class_wizard 4	cast fireball		'Glitterdust' class_wizard 2	target high ac			cast single		'Ray of Enfeeblement' class_wizard 1	cast single		'Magic Missile' class_wizard 1	cast fireball		'Fireball' class_wizard 3	target closest		
Undead Wizard (Blue)	five foot step			target ranged			cast area		'Stinking Cloud' class_wizard 3	target self			cast single		'Shield' class_wizard 1	cast single		'Mirror Image' class_wizard 2	target bad will			cast single		'Deep Slumber' class_wizard 3	coup de grace			use potion			target ranged			target closest	 		cast single		'Tashas Hideous Laughter' class_wizard 2	cast single		'Magic Missile' class_wizard 1	cast single		'Hold Person' class_wizard 3	cast fireball		'Fireball' class_wizard 3	cast single		'Daze' class_wizard 0	cast single		'Fireball' class_wizard 3	target closest			attack			
Tarah	target bad fort			cast single		'Finger of Death' class_wizard 7	target ranged			cast fireball		'Cloudkill' class_wizard 5	target low ac			cast fireball		'Mind Fog' class_wizard 5	target bad fort			cast single		'Disintegrate' class_wizard 6	target ranged			cast fireball		'Ice Storm' class_wizard 4	target bad will			cast single		'Dominate Person' class_wizard 5	target ranged			cast area		'Prismatic Spray' class_wizard 7	cast area		'Cone of Cold' class_wizard 5	cast fireball		'Fireball' class_wizard 3	target bad will			cast single		'Phantasmal Killer' class_wizard 4		target threatened			flank			attack threatened			target closest			flank			attack			target threatened			flank			target damaged			flank										
Abaddon	target friend hurt			cast single		'Heal' class_cleric 6	cast single		'Cure Serious Wounds' class_cleric 3	target closest			cast single		'Blasphemy' class_cleric 7	cast single		'Slay Living' class_cleric 5			target threatened			flank			attack threatened			target closest			flank			attack			target threatened			flank			target damaged			flank										
Gershom	five foot step			target damaged			attack															
Thaddeus	target self			cast single		'Magic Circle Against Evil' class_cleric 3	cast single		'Prayer' class_cleric 3	clear target			target bad reflex			cast fireball		'Flame Strike' class_cleric 5	target bad fort			cast fireball		'Sound Burst' class_cleric 2	target damaged			cast single		'Searing Light' class_cleric 3	clear target			target friend hurt			cast single		'Heal' class_cleric 6	cast single		'Cure Critical Wounds' class_cleric 4	clear target			target self			cast single		'Divine Power' class_cleric 4	ready vs approach																			
Thaddeus 2 (409)	target self			cast single		'Magic Circle Against Evil' class_cleric 3	cast single		'Prayer' class_cleric 3	clear target			target bad reflex			cast fireball		'Flame Strike' class_cleric 5	target bad fort			cast fireball		'Sound Burst' class_cleric 2	target damaged			cast single		'Searing Light' class_cleric 3	clear target			target friend hurt			cast single		'Heal' class_cleric 6	cast single		'Cure Critical Wounds' class_cleric 4	clear target			target self			cast single		'Divine Power' class_cleric 4	target threatened			attack																			
Pelor Priest	target self			cast single		'Spell Resistance' class_cleric 5	clear target			target friend hurt			cast single		'Cure Critical Wounds' class_cleric 4	cast single		'Cure Serious Wounds' class_cleric 3	cast single		'Cure Moderate Wounds' class_cleric 2	cast single		'Cure Light Wounds' class_cleric 1	clear target			target bad will			cast fireball		'Flame Strike' class_cleric 5	ready vs approach			use potion																													
Pelor Priest 2 (411)	target self			cast single		'Spell Resistance' class_cleric 5	clear target			target friend hurt			cast single		'Cure Critical Wounds' class_cleric 4	cast single		'Cure Serious Wounds' class_cleric 3	cast single		'Cure Moderate Wounds' class_cleric 2	cast single		'Cure Light Wounds' class_cleric 1	clear target			target bad will			cast fireball		'Flame Strike' class_cleric 5	target threatened			attack																			
Verbobonc Guard Archer	five foot step			reload			ready vs spell															
Verbobonc Mage	target self			cast single		'Stoneskin' class_wizard 4	target low ac			cast fireball		'Fireball' class_wizard 3	cast fireball		'Ice Storm' class_wizard 4	target high ac			cast single		'Melfs Acid Arrow' class_wizard 2	target low ac			cast single		'Magic Missile' class_wizard 1	use potion			ready vs approach																													
Pelor Priest 3	target friend hurt			cast single		'Cure Critical Wounds' class_cleric 4	cast single		'Heal' class_cleric 6	cast single		'Cure Critical Wounds' domain_healing 4	cast single		'Cure Serious Wounds' class_cleric 3	cast single		'Heal' domain_healing 6	cast single		'Cure Moderate Wounds' class_cleric 2	cast single		'Cure Serious Wounds' domain_healing 3	clear target			target bad fort			cast single		'Slay Living' class_cleric 5	clear target			target friend high ac			cast single		'Dispel Chaos' class_cleric 5	clear target			target threatened			attack																			
Hextor Priest (18th)	target ranged			cast single		'Summon Monster IX' class_cleric 9	cast single		'Summon Monster VIII' class_cleric 8	cast single		'Summon Monster VII' class_cleric 7	cast single		'Summon Monster VI' class_cleric 6	cast single		'Summon Monster V' class_cleric 5	cast single		'Summon Monster IV' class_cleric 4	clear target			target threatened			attack																			
Hextor Cleric (12th)	target friend hurt			cast single		'Cure Critical Wounds' class_cleric 4	cast single		'Heal' class_cleric 6	cast single		'Cure Serious Wounds' class_cleric 3	cast single		'Cure Moderate Wounds' class_cleric 2	cast single		'Cure Light Wounds' class_cleric 1	clear target			target damaged			cast fireball		'Flame Strike' class_cleric 5	clear target			target threatened			attack																			
Scarlet Brotherhood Nephews ranged 1 (417)	five foot step			target bad reflex			attack					
Scarlet Brotherhood Nephews ranged 2 (418)	five foot step			target low ac			attack					
Scarlet Brotherhood Nephews ranged 3 (419)	five foot step			target bad fort			attack					
Scarlet Brotherhood Nephews ranged 4 (420)	five foot step			target closest			attack					
Verbobonc Mage 2	five foot step			target self			cast single		'Gaseous Form' class_wizard 3	clear target			target bad will			cast single		'Insanity' class_wizard 7	cast single		'Disintegrate' class_wizard 6	cast single		'Hold Monster' class_wizard 5	cast single		'Charm Monster' class_wizard 4	cast single		'Phantasmal Killer' class_wizard 4	cast single		'Crushing Despair' class_wizard 4	cast single		'Hold Person' class_wizard 3	target friend nospell			cast single		'Heroism' class_wizard 3	cast single		'Haste' class_wizard 3	target bad will			cast single		'Tashas Hideous Laughter' class_wizard 2	target damaged			cast single		'Scorching Ray' class_wizard 2	cast single		'Magic Missile' class_wizard 1	use potion			ready vs approach																													
Forest Tyrant	coup de grace			target ranged			cast area		'Ice Storm' domain_special 5	target ranged			cast area		'Deep Slumber' domain_special 5	target bad will			cast single		'Slow' domain_special 5	target closest			target damaged			cast single		'Hold Monster' domain_special 2	cast single		'Hold Person' domain_special 2	target threatened			cast single		'Power Word Blind' domain_special 5	target low ac			cast single		'Polar Ray' domain_special 5	target closest			target high ac			target bad will			cast single		'Slay Living' domain_special 5	target closest			target low ac			target damaged			target prone			use potion			attack
River Tyrant	coup de grace			target low ac			cast single		'Disintegrate' domain_special 5	target ranged			cast area		'Deep Slumber' domain_special 5	target bad will			cast single		'Slow' domain_special 5	target closest			target damaged			cast single		'Hold Monster' domain_special 2	cast single		'Hold Person' domain_special 2	target threatened			cast single		'Power Word Stun' domain_special 5	target ranged			cast area		'Cone of Cold' domain_special 5	target closest			target high ac			target bad will			cast single		'Slay Living' domain_special 5	target closest			target low ac			target damaged			target prone			use potion			attack
Swamp Tyrant	coup de grace			target low ac			cast single		'Scorching Ray' domain_special 5	target ranged			cast area		'Deep Slumber' domain_special 5	target bad will			cast single		'Slow' domain_special 5	target closest			target damaged			cast single		'Hold Monster' domain_special 2	cast single		'Hold Person' domain_special 2	target threatened			cast single		'Power Word Kill' domain_special 5	target ranged			cast area		'Cloudkill' domain_special 5	target closest			target high ac			target bad will			cast single		'Slay Living' domain_special 5	target closest			target low ac			target damaged			target prone			use potion			attack 
Gremlich 1 (425)	coup de grace			target threatened			attack			
Gremlich 2 (426)	coup de grace			target high ac			attack			
Gremlich 3 (427)	coup de grace			target low ac			attack			
Gremlich 4 (428)	coup de grace			target ranged			attack			
Gremlich 5 (429)	coup de grace			target damaged			attack			
Gremlich 6 (430)	coup de grace			target bad fort			attack			
Gremlich 7 (431)	coup de grace			target bad will			attack			
Hextor Elementalist	five foot step			target self			cast single		'Invisibility Sphere' class_wizard 3	cast single		'Lesser Globe of Invulnerability' class_wizard 4	target ranged			cast fireball		'Stinking Cloud' class_wizard 3	cast fireball		'Mind Fog' class_wizard 5	target bad fort			cast single		'Eyebite' class_wizard 6	cast single		'Finger of Death' class_wizard 7	target bad will			cast single		'Phantasmal Killer' class_wizard 4	cast single		'Disintegrate' class_wizard 6	cast single		'Slow' class_wizard 3	cast area		'Fear' class_wizard 4	target closest			cast area		'Scare' class_wizard 2	cast area		'Prismatic Spray' class_wizard 7	cast area		'Cone of Cold' class_wizard 5	target low ac			attack			
Hextor Enchantress	five foot step			target bad will			cast single		'Feeblemind' class_wizard 5	cast single		'Charm Monster' class_wizard 4	target ranged			cast fireball		'Mind Fog' class_wizard 5	cast fireball		'Confusion' class_wizard 4	cast fireball		'Deep Slumber' class_wizard 3	target bad will			cast area		'Crushing Despair' class_wizard 4	cast single		'Tashas Hideous Laughter' class_wizard 2	cast single		'Daze Monster' class_wizard 2	cast single		'Charm Person' class_wizard 1	target friend nospell			cast single		'Greater Heroism' class_wizard 6	cast single		'Heroism' class_wizard 3	cast single		'Rage' class_wizard 3	target ranged			cast fireball		'Sleep' class_wizard 1	target low ac			attack
Wakefield	target ranged			cast fireball		'Flame Strike' domain_war 5	target friend hurt			cast single		'Cure Critical Wounds' class_cleric 4	target bad will			cast single		'Hold Monster' domain_law 6	target friend hurt			cast single		'Heal' class_cleric 6	target ranged			cast fireball		'Flame Strike' class_cleric 5	cast fireball		'Sound Burst' class_cleric 2	target friend hurt			cast single		'Cure Serious Wounds' class_cleric 3	target closest			cast single		'Slay Living' class_cleric 5	target closest			attack			
Hextor Cleric	five foot step			clear target			target friend hurt			cast single		'Cure Critical Wounds' class_cleric 4	cast single		'Heal' class_cleric 6	cast single		'Cure Serious Wounds' class_cleric 3	cast single		'Cure Moderate Wounds' class_cleric 2	cast single		'Cure Light Wounds' class_cleric 1	target ranged			cast fireball		'Flame Strike' class_cleric 5	target damaged			attack			
Hextor Mage 1 (436)	target ranged			cast area		'Lightning Bolt' class_wizard 3	cast single		'Disintegrate' class_wizard 6	cast fireball		'Fireball' class_wizard 3	cast single		'Magic Missile' class_wizard 1	cast fireball		'Ice Storm' class_wizard 4	cast area		'Cone of Cold' class_wizard 5	ready vs approach			
Hextor Mage 2 (437)	target ranged			cast fireball		'Ice Storm' class_wizard 4	cast single		'Disintegrate' class_wizard 6	cast area		'Lightning Bolt' class_wizard 3	cast single		'Magic Missile' class_wizard 1	cast fireball		'Fireball' class_wizard 3	cast area		'Cone of Cold' class_wizard 5	ready vs approach			
Hextor Mage 3 (438)	target ranged			cast fireball		'Fireball' class_wizard 3	cast single		'Disintegrate' class_wizard 6	cast area		'Lightning Bolt' class_wizard 3	cast single		'Magic Missile' class_wizard 1	cast fireball		'Ice Storm' class_wizard 4	cast area		'Cone of Cold' class_wizard 5	ready vs approach			
Hextor Mage 4 (439)	target ranged			cast fireball		'Fireball' class_wizard 3	cast single		'Disintegrate' class_wizard 6	cast fireball		'Ice Storm' class_wizard 4	cast single		'Magic Missile' class_wizard 1	cast area		'Lightning Bolt' class_wizard 3	cast area		'Cone of Cold' class_wizard 5	ready vs approach			
Panathaes	target closest			cast single		'Read Magic' class_wizard 0	five foot step			ready vs approach
White Dragon	target closest			cast area		'Fear Gaze (INTERNAL)' domain_special 6	cast single		'Ice Breath Weapon' domain_special 6	power attack			attack			
Barkinar Casting (442)	five foot step			target ranged			cast fireball		'Dispel Magic' class_cleric 3	target self			cast area		'Prayer' class_cleric 3	cast area		'Bane' class_cleric 1	target ranged			cast fireball		'Silence' class_cleric 2	target bad will			cast single		'Hold Person' class_cleric 2	target self			cast single		'Divine Power' class_cleric 4	target closest			attack
Deggum Healing (443)	five foot step			use potion			target self			cast single		'Cure Light Wounds' class_cleric 1	target closest			attack
Deggum Melee (444)	target closest			attack
Barkinar Healing Self (445)	five foot step			target self			cast single		'Cure Moderate Wounds' class_cleric 2	cast single		'Cure Light Wounds' class_cleric 1	target closest			attack
Barkinar Melee (446)	target closest			attack
Barkinar Healing Friends (447)	five foot step			target friend hurt			cast single		'Cure Serious Wounds' class_cleric 3	cast single		'Cure Light Wounds' class_cleric 1	target closest			attack
Bugbear Healing (448)	five foot step			use potion			target closest			attack
Bugbear Tripping (449)	coup de grace			target low ac			trip			target closest			target prone			power attack			attack
Barkinar Turtle (450)	five foot step			target self			cast single		'Sanctuary' domain_protection 1	cast single		'Otilukes Resilient Sphere' domain_protection 4	target closest			attack
Senshock Globe (451)	target self			cast single		'Lesser Globe of Invulnerability' class_wizard 4	target closest			attack
Senshock Defense (452)	ready vs approach
God 1 (453)	coup de grace			target threatened			attack threatened			target closest			attack			
God 2 (454)	coup de grace			target damaged			attack			
God 3 (455)	coup de grace			target high ac			attack			
God 4 (456)	coup de grace			target low ac			attack			
God 5 (457)	coup de grace			target ranged			attack			
God 6 (458)	coup de grace			target bad fort			attack			
God 7 (459)	coup de grace			target bad reflex			attack			
God 8 (460)	coup de grace			target bad will			attack			
